Deal No.,Status,Deal Created,Enquiry Date,Trader,Responsibility Center,Customer Key,Customer Name
ENQ05528,Lost,FALSE,8/8/2021,Trader74,RC74,C-2121,Customer 2121
ENQ05530,Lost,FALSE,9/30/2025,Trader74,RC74,C-1511,Customer 1511
ENQ05527,Fixed,TRUE,10/6/2025,Trader71,RC71,C-352,Customer 352
ENQ05522,Fixed,TRUE,1/8/2022,Trader65,RC65,C-83,Customer 83
ENQ05521,Lost,FALSE,1/29/2021,Trader58,RC58,C-941,Customer 941
ENQ05526,Fixed,TRUE,5/17/2023,Trader58,RC58,C-674,Customer 674
ENQ05525,Fixed,TRUE,5/30/2021,Trader5,RC5,C-676,Customer 676
ENQ05531,Lost,FALSE,8/6/2020,Trader46,RC46,C-1406,Customer 1406
ENQ05523,Lost,FALSE,7/10/2025,Trader36,RC36,C-72,Customer 72
ENQ05529,Lost,FALSE,9/7/2020,Trader36,RC36,C-207,Customer 207
ENQ05520,Lost,FALSE,11/17/2022,Trader32,RC32,C-9999,Customer 9999
ENQ05524,Lost,TRUE,9/9/2023,Trader19,RC19,C-712,Customer 712
ENQ05536,Lost,FALSE,3/8/2025,Trader71,RC71,C-352,Customer 352
ENQ05534,Lost,FALSE,6/4/2020,Trader65,RC65,C-872,Customer 872
ENQ05545,Lost,FALSE,11/29/2023,Trader58,RC58,C-1002,Customer 1002
ENQ05542,Lost,FALSE,6/20/2023,Trader52,RC52,C-1287,Customer 1287
ENQ05539,Lost,FALSE,4/12/2024,Trader51,RC51,C-147,Customer 147
ENQ05538,Lost,FALSE,7/1/2024,Trader5,RC5,C-1626,Customer 1626
ENQ05540,Fixed,TRUE,6/28/2021,Trader41,RC41,C-1366,Customer 1366
ENQ05544,Lost,FALSE,3/20/2020,Trader41,RC41,C-1044,Customer 1044
ENQ05535,Lost,FALSE,3/26/2024,Trader36,RC36,C-72,Customer 72
ENQ05537,Fixed,TRUE,11/22/2025,Trader36,RC36,C-306,Customer 306
ENQ05541,Fixed,TRUE,7/4/2024,Trader18,RC18,C-1344,Customer 1344
ENQ05532,Lost,FALSE,7/25/2025,Trader17,RC17,C-902,Customer 902
ENQ05533,Lost,FALSE,4/4/2020,Trader17,RC17,C-891,Customer 891
ENQ05543,Lost,FALSE,5/16/2023,Trader17,RC17,C-1104,Customer 1104
ENQ05548,Fixed,TRUE,7/25/2020,Trader52,RC52,C-1854,Customer 1854
ENQ05547,Fixed,TRUE,10/8/2025,Trader5,RC5,C-676,Customer 676
ENQ05550,Lost,FALSE,3/15/2023,Trader38,RC38,C-1358,Customer 1358
ENQ05546,Fixed,TRUE,3/7/2020,Trader19,RC19,C-945,Customer 945
ENQ05549,Lost,FALSE,7/15/2024,Trader14,RC14,C-1602,Customer 1602
ENQ05551,Lost,FALSE,7/2/2025,Trader52,RC52,C-879,Customer 879
ENQ05553,Lost,FALSE,7/3/2021,Trader42,RC42,C-1364,Customer 1364
ENQ05552,Lost,FALSE,11/27/2020,Trader36,RC36,C-432,Customer 432
ENQ05554,Lost,FALSE,2/11/2023,Trader71,RC71,C-673,Customer 673
ENQ05555,Lost,FALSE,3/14/2022,Trader71,RC71,C-395,Customer 395
ENQ05557,Fixed,TRUE,11/11/2021,Trader65,RC65,C-233,Customer 233
ENQ05558,Lost,FALSE,2/15/2021,Trader58,RC58,C-2015,Customer 2015
ENQ05562,Fixed,TRUE,8/17/2024,Trader53,RC53,C-1050,Customer 1050
ENQ05560,Fixed,TRUE,10/29/2024,Trader48,RC48,C-1124,Customer 1124
ENQ05559,Lost,FALSE,12/13/2025,Trader41,RC41,C-1129,Customer 1129
ENQ05556,Fixed,TRUE,1/8/2021,Trader26,RC26,C-271,Customer 271
ENQ05561,Fixed,TRUE,6/8/2023,Trader26,RC26,C-1122,Customer 1122
ENQ05570,Lost,FALSE,8/4/2023,Trader83,RC83,C-2268,Customer 2268
ENQ05572,Fixed,TRUE,11/2/2025,Trader58,RC58,C-167,Customer 167
ENQ05564,Fixed,TRUE,5/16/2024,Trader5,RC5,C-676,Customer 676
ENQ05568,Lost,FALSE,1/16/2025,Trader5,RC5,C-344,Customer 344
ENQ05566,Lost,FALSE,12/17/2022,Trader48,RC48,C-431,Customer 431
ENQ05565,Fixed,TRUE,11/9/2023,Trader47,RC47,C-546,Customer 546
ENQ05563,Lost,FALSE,6/22/2023,Trader42,RC42,C-9999,Customer 9999
ENQ05571,Fixed,TRUE,6/7/2022,Trader38,RC38,C-2102,Customer 2102
ENQ05567,Fixed,TRUE,7/25/2023,Trader36,RC36,C-395,Customer 395
ENQ05569,Fixed,TRUE,2/19/2021,Trader15,RC15,C-259,Customer 259
ENQ05573,Lost,FALSE,3/25/2021,Trader11,RC11,C-1538,Customer 1538
ENQ05574,Lost,FALSE,11/26/2020,Trader71,RC71,C-759,Customer 759
ENQ05577,Lost,FALSE,11/25/2020,Trader71,RC71,C-352,Customer 352
ENQ05578,Lost,FALSE,1/28/2023,Trader65,RC65,C-188,Customer 188
ENQ05575,Fixed,TRUE,2/15/2023,Trader60,RC60,C-625,Customer 625
ENQ05579,Lost,FALSE,7/8/2020,Trader6,RC6,C-1878,Customer 1878
ENQ05582,Fixed,TRUE,9/16/2023,Trader52,RC52,C-1138,Customer 1138
ENQ05580,Declined,FALSE,11/10/2023,Trader48,RC48,C-1289,Customer 1289
ENQ05581,Lost,FALSE,1/31/2021,Trader30,RC30,C-1145,Customer 1145
ENQ05576,Lost,FALSE,3/19/2023,Trader17,RC17,C-371,Customer 371
ENQ05586,Lost,FALSE,9/20/2024,Trader71,RC71,C-232,Customer 232
ENQ05584,Fixed,TRUE,5/16/2022,Trader65,RC65,C-83,Customer 83
ENQ05587,Lost,FALSE,8/10/2020,Trader64,RC64,C-1352,Customer 1352
ENQ05585,Fixed,TRUE,3/28/2023,Trader62,RC62,C-390,Customer 390
ENQ05588,Lost,FALSE,6/19/2021,Trader58,RC58,C-1046,Customer 1046
ENQ05583,Fixed,TRUE,3/28/2022,Trader4,RC4,C-987,Customer 987
ENQ05594,Fixed,TRUE,10/23/2025,Trader63,RC63,C-1526,Customer 1526
ENQ05590,Lost,FALSE,2/4/2023,Trader51,RC51,C-373,Customer 373
ENQ05589,Lost,FALSE,12/20/2022,Trader5,RC5,C-79,Customer 79
ENQ05596,Fixed,TRUE,4/30/2025,Trader5,RC5,C-1150,Customer 1150
ENQ05592,Fixed,TRUE,2/11/2022,Trader40,RC40,C-1791,Customer 1791
ENQ05595,Fixed,TRUE,1/25/2023,Trader30,RC30,C-1390,Customer 1390
ENQ05591,Lost,FALSE,5/5/2022,Trader26,RC26,C-271,Customer 271
ENQ05593,Lost,FALSE,8/14/2023,Trader20,RC20,C-1765,Customer 1765
ENQ05601,Lost,FALSE,7/20/2021,Trader74,RC74,C-2061,Customer 2061
ENQ05600,Lost,FALSE,6/5/2021,Trader71,RC71,C-352,Customer 352
ENQ05603,Lost,FALSE,3/13/2025,Trader64,RC64,C-1286,Customer 1286
ENQ05597,Fixed,TRUE,8/17/2020,Trader53,RC53,C-951,Customer 951
ENQ05602,Lost,FALSE,1/6/2020,Trader51,RC51,C-1824,Customer 1824
ENQ05598,Declined,FALSE,3/15/2024,Trader41,RC41,C-916,Customer 916
ENQ05604,Fixed,TRUE,12/4/2022,Trader26,RC26,C-1122,Customer 1122
ENQ05599,Lost,FALSE,2/28/2024,Trader19,RC19,C-712,Customer 712
ENQ05605,Lost,FALSE,1/19/2025,Trader14,RC14,C-1039,Customer 1039
ENQ05610,Lost,FALSE,5/6/2025,Trader64,RC64,C-1384,Customer 1384
ENQ05609,Lost,FALSE,11/17/2022,Trader46,RC46,C-1942,Customer 1942
ENQ05608,Lost,FALSE,7/21/2024,Trader38,RC38,C-2102,Customer 2102
ENQ05607,Fixed,TRUE,8/15/2020,Trader26,RC26,C-322,Customer 322
ENQ05606,Lost,FALSE,9/21/2024,Trader23,RC23,C-904,Customer 904
ENQ05615,Lost,FALSE,10/2/2022,Trader71,RC71,C-232,Customer 232
ENQ05619,Lost,FALSE,11/21/2025,Trader52,RC52,C-1407,Customer 1407
ENQ05614,Fixed,TRUE,1/12/2020,Trader5,RC5,C-642,Customer 642
ENQ05621,Fixed,TRUE,8/9/2020,Trader44,RC44,C-1007,Customer 1007
ENQ05611,Lost,FALSE,11/13/2021,Trader41,RC41,C-98,Customer 98
ENQ05618,Fixed,TRUE,7/31/2022,Trader40,RC40,C-1866,Customer 1866
ENQ05616,Lost,FALSE,10/28/2024,Trader38,RC38,C-2092,Customer 2092
ENQ05620,Lost,FALSE,5/18/2021,Trader29,RC29,C-1079,Customer 1079
ENQ05617,Lost,FALSE,4/4/2021,Trader26,RC26,C-1875,Customer 1875
ENQ05612,Lost,FALSE,11/24/2022,Trader23,RC23,C-891,Customer 891
ENQ05613,Lost,FALSE,3/25/2023,Trader15,RC15,C-697,Customer 697
ENQ05623,Fixed,TRUE,1/23/2022,Trader65,RC65,C-83,Customer 83
ENQ05632,Fixed,TRUE,8/28/2020,Trader63,RC63,C-1151,Customer 1151
ENQ05627,Lost,FALSE,11/28/2021,Trader6,RC6,C-1974,Customer 1974
ENQ05624,Fixed,TRUE,5/28/2023,Trader58,RC58,C-674,Customer 674
ENQ05630,Lost,FALSE,6/26/2023,Trader52,RC52,C-1195,Customer 1195
ENQ05631,Fixed,TRUE,4/21/2020,Trader40,RC40,C-1175,Customer 1175
ENQ05625,Lost,FALSE,10/12/2020,Trader26,RC26,C-322,Customer 322
ENQ05626,Fixed,TRUE,3/26/2022,Trader26,RC26,C-322,Customer 322
ENQ05622,Fixed,TRUE,5/18/2021,Trader23,RC23,C-983,Customer 983
ENQ05628,Lost,FALSE,3/19/2025,Trader17,RC17,C-1599,Customer 1599
ENQ05629,Fixed,TRUE,6/24/2024,Trader11,RC11,C-1388,Customer 1388
ENQ05636,Lost,FALSE,3/27/2023,Trader71,RC71,C-1316,Customer 1316
ENQ05637,Lost,FALSE,2/6/2024,Trader64,RC64,C-1307,Customer 1307
ENQ05634,Fixed,TRUE,4/5/2024,Trader39,RC39,C-253,Customer 253
ENQ05635,Fixed,TRUE,7/24/2020,Trader35,RC35,C-1579,Customer 1579
ENQ05638,Lost,FALSE,11/1/2025,Trader20,RC20,C-1185,Customer 1185
ENQ05633,Lost,FALSE,4/26/2022,Trader17,RC17,C-869,Customer 869
ENQ05647,Lost,FALSE,8/27/2025,Trader65,RC65,C-1370,Customer 1370
ENQ05644,Lost,FALSE,5/30/2024,Trader51,RC51,C-1776,Customer 1776
ENQ05640,Lost,FALSE,5/21/2021,Trader5,RC5,C-79,Customer 79
ENQ05641,Fixed,TRUE,8/15/2024,Trader5,RC5,C-676,Customer 676
ENQ05646,Fixed,TRUE,3/11/2025,Trader47,RC47,C-1581,Customer 1581
ENQ05643,Lost,FALSE,11/8/2024,Trader29,RC29,C-1915,Customer 1915
ENQ05645,Lost,FALSE,8/15/2020,Trader27,RC27,C-1689,Customer 1689
ENQ05642,Fixed,TRUE,2/2/2022,Trader26,RC26,C-322,Customer 322
ENQ05639,Fixed,TRUE,5/20/2021,Trader19,RC19,C-989,Customer 989
ENQ05649,Lost,FALSE,9/4/2023,Trader65,RC65,C-83,Customer 83
ENQ05653,Lost,FALSE,5/9/2021,Trader63,RC63,C-1156,Customer 1156
ENQ05654,Lost,FALSE,7/7/2022,Trader52,RC52,C-1146,Customer 1146
ENQ05648,Fixed,TRUE,6/3/2024,Trader51,RC51,C-971,Customer 971
ENQ05650,Fixed,TRUE,8/26/2024,Trader5,RC5,C-676,Customer 676
ENQ05652,Lost,FALSE,7/26/2020,Trader47,RC47,C-1848,Customer 1848
ENQ05651,Lost,FALSE,7/16/2020,Trader26,RC26,C-322,Customer 322
ENQ05660,Lost,FALSE,5/31/2022,Trader64,RC64,C-1286,Customer 1286
ENQ05657,Lost,FALSE,6/10/2021,Trader62,RC62,C-390,Customer 390
ENQ05656,Lost,FALSE,7/26/2023,Trader41,RC41,C-931,Customer 931
ENQ05655,Lost,FALSE,7/1/2024,Trader32,RC32,C-9999,Customer 9999
ENQ05658,Fixed,TRUE,1/10/2023,Trader26,RC26,C-2080,Customer 2080
ENQ05659,Fixed,TRUE,12/25/2023,Trader20,RC20,C-1306,Customer 1306
ENQ05662,Lost,FALSE,9/17/2021,Trader20,RC20,C-1185,Customer 1185
ENQ05661,Lost,FALSE,1/30/2023,Trader17,RC17,C-1230,Customer 1230
ENQ05670,Fixed,TRUE,2/14/2025,Trader81,RC81,C-2218,Customer 2218
ENQ05669,Fixed,TRUE,9/11/2021,Trader71,RC71,C-232,Customer 232
ENQ05668,Fixed,TRUE,10/12/2023,Trader65,RC65,C-233,Customer 233
ENQ05666,Lost,FALSE,6/25/2020,Trader62,RC62,C-390,Customer 390
ENQ05665,Fixed,TRUE,11/19/2021,Trader5,RC5,C-676,Customer 676
ENQ05663,Lost,FALSE,4/15/2022,Trader47,RC47,C-9999,Customer 9999
ENQ05667,Lost,FALSE,9/3/2023,Trader26,RC26,C-262,Customer 262
ENQ05664,Lost,FALSE,2/15/2023,Trader23,RC23,C-874,Customer 874
ENQ05672,Lost,FALSE,4/27/2024,Trader14,RC14,C-1039,Customer 1039
ENQ05671,Lost,FALSE,9/29/2023,Trader10,RC10,C-1079,Customer 1079
ENQ05677,Lost,FALSE,2/7/2025,Trader8,RC8,C-338,Customer 338
ENQ05674,Lost,FALSE,9/28/2023,Trader65,RC65,C-83,Customer 83
ENQ05678,Lost,FALSE,10/24/2020,Trader58,RC58,C-2192,Customer 2192
ENQ05680,Approved,FALSE,7/14/2020,Trader52,RC52,C-1353,Customer 1353
ENQ05679,Lost,FALSE,11/9/2021,Trader46,RC46,C-1406,Customer 1406
ENQ05681,Fixed,TRUE,4/29/2025,Trader44,RC44,C-1127,Customer 1127
ENQ05675,Lost,FALSE,12/1/2020,Trader4,RC4,C-743,Customer 743
ENQ05676,Fixed,TRUE,12/7/2022,Trader25,RC25,C-700,Customer 700
ENQ05673,Lost,FALSE,6/29/2023,Trader17,RC17,C-869,Customer 869
ENQ05682,Fixed,TRUE,2/27/2024,Trader10,RC10,C-1059,Customer 1059
ENQ05689,Lost,FALSE,7/3/2022,Trader7,RC7,C-1556,Customer 1556
ENQ05691,Fixed,TRUE,11/3/2021,Trader61,RC61,C-1274,Customer 1274
ENQ05690,Lost,FALSE,2/17/2020,Trader58,RC58,C-1358,Customer 1358
ENQ05688,Fixed,TRUE,9/19/2020,Trader52,RC52,C-1622,Customer 1622
ENQ05692,Fixed,TRUE,10/18/2020,Trader48,RC48,C-1185,Customer 1185
ENQ05693,Lost,FALSE,5/14/2024,Trader48,RC48,C-1174,Customer 1174
ENQ05687,Fixed,TRUE,12/2/2020,Trader40,RC40,C-1866,Customer 1866
ENQ05686,Fixed,TRUE,11/27/2023,Trader39,RC39,C-253,Customer 253
ENQ05685,Fixed,TRUE,3/24/2024,Trader36,RC36,C-306,Customer 306
ENQ05683,Lost,FALSE,4/18/2025,Trader26,RC26,C-9999,Customer 9999
ENQ05684,Lost,FALSE,4/5/2023,Trader26,RC26,C-9999,Customer 9999
ENQ05696,Lost,FALSE,5/6/2021,Trader5,RC5,C-261,Customer 261
ENQ05694,Lost,FALSE,12/26/2021,Trader41,RC41,C-916,Customer 916
ENQ05695,Lost,FALSE,7/30/2021,Trader36,RC36,C-306,Customer 306
ENQ05697,Lost,FALSE,7/26/2024,Trader36,RC36,C-232,Customer 232
ENQ05698,Lost,FALSE,4/23/2020,Trader36,RC36,C-232,Customer 232
ENQ05705,Fixed,TRUE,6/14/2024,Trader52,RC52,C-1173,Customer 1173
ENQ05702,Lost,FALSE,8/24/2024,Trader51,RC51,C-1824,Customer 1824
ENQ05704,Lost,FALSE,6/25/2020,Trader48,RC48,C-1306,Customer 1306
ENQ05703,Lost,FALSE,12/6/2022,Trader42,RC42,C-1426,Customer 1426
ENQ05699,Fixed,TRUE,1/19/2020,Trader36,RC36,C-970,Customer 970
ENQ05701,Lost,FALSE,2/20/2025,Trader36,RC36,C-858,Customer 858
ENQ05700,Fixed,TRUE,11/11/2020,Trader23,RC23,C-926,Customer 926
ENQ05711,Lost,FALSE,7/11/2020,Trader48,RC48,C-1139,Customer 1139
ENQ05706,Lost,FALSE,12/19/2021,Trader36,RC36,C-432,Customer 432
ENQ05710,Fixed,TRUE,3/25/2021,Trader36,RC36,C-118,Customer 118
ENQ05708,Fixed,TRUE,8/20/2023,Trader26,RC26,C-369,Customer 369
ENQ05707,Lost,FALSE,9/28/2020,Trader17,RC17,C-371,Customer 371
ENQ05709,Lost,FALSE,4/14/2020,Trader17,RC17,C-211,Customer 211
ENQ05714,Lost,FALSE,2/22/2020,Trader71,RC71,C-263,Customer 263
ENQ05712,Fixed,TRUE,3/15/2021,Trader65,RC65,C-83,Customer 83
ENQ05715,Lost,FALSE,4/29/2023,Trader51,RC51,C-1882,Customer 1882
ENQ05713,Fixed,TRUE,12/19/2022,Trader5,RC5,C-676,Customer 676
ENQ05719,Fixed,TRUE,9/8/2023,Trader5,RC5,C-1150,Customer 1150
ENQ05718,Fixed,TRUE,10/27/2023,Trader48,RC48,C-1310,Customer 1310
ENQ05716,Lost,FALSE,4/4/2021,Trader42,RC42,C-1870,Customer 1870
ENQ05717,Lost,FALSE,2/9/2022,Trader19,RC19,C-1467,Customer 1467
ENQ05727,Fixed,TRUE,5/17/2020,Trader80,RC80,C-2245,Customer 2245
ENQ05728,Lost,FALSE,5/29/2022,Trader70,RC70,C-2047,Customer 2047
ENQ05720,Fixed,TRUE,7/18/2024,Trader65,RC65,C-83,Customer 83
ENQ05732,Lost,FALSE,5/5/2021,Trader65,RC65,C-1370,Customer 1370
ENQ05726,Lost,FALSE,10/16/2023,Trader58,RC58,C-2287,Customer 2287
ENQ05721,Lost,FALSE,8/24/2021,Trader48,RC48,C-390,Customer 390
ENQ05725,Fixed,TRUE,4/30/2021,Trader39,RC39,C-253,Customer 253
ENQ05723,Lost,FALSE,5/3/2024,Trader36,RC36,C-306,Customer 306
ENQ05730,Fixed,TRUE,2/5/2024,Trader32,RC32,C-1953,Customer 1953
ENQ05729,Lost,FALSE,4/1/2023,Trader28,RC28,C-2038,Customer 2038
ENQ05722,Fixed,TRUE,5/18/2021,Trader26,RC26,C-322,Customer 322
ENQ05731,Lost,FALSE,9/21/2020,Trader17,RC17,C-1782,Customer 1782
ENQ05724,Lost,FALSE,4/19/2025,Trader15,RC15,C-259,Customer 259
ENQ05739,Lost,FALSE,12/14/2020,Trader8,RC8,C-1897,Customer 1897
ENQ05738,Lost,FALSE,5/16/2023,Trader70,RC70,C-1969,Customer 1969
ENQ05740,Lost,FALSE,6/14/2021,Trader68,RC68,C-1803,Customer 1803
ENQ05743,Fixed,TRUE,11/10/2023,Trader52,RC52,C-1497,Customer 1497
ENQ05744,Lost,FALSE,11/6/2023,Trader52,RC52,C-1433,Customer 1433
ENQ05737,Fixed,TRUE,2/7/2020,Trader51,RC51,C-2081,Customer 2081
ENQ05745,Fixed,TRUE,4/22/2021,Trader48,RC48,C-1099,Customer 1099
ENQ05741,Lost,FALSE,2/27/2025,Trader42,RC42,C-1660,Customer 1660
ENQ05733,Lost,FALSE,6/25/2021,Trader36,RC36,C-9999,Customer 9999
ENQ05735,Lost,FALSE,2/26/2022,Trader26,RC26,C-724,Customer 724
ENQ05734,Fixed,TRUE,3/17/2025,Trader25,RC25,C-777,Customer 777
ENQ05742,Lost,FALSE,1/20/2020,Trader17,RC17,C-1599,Customer 1599
ENQ05736,Fixed,TRUE,10/28/2021,Trader15,RC15,C-259,Customer 259
ENQ05752,Fixed,TRUE,2/23/2023,Trader8,RC8,C-1902,Customer 1902
ENQ05753,Lost,FALSE,10/22/2023,Trader73,RC73,C-1815,Customer 1815
ENQ05751,Lost,FALSE,7/2/2024,Trader58,RC58,C-2089,Customer 2089
ENQ05754,Fixed,TRUE,11/13/2024,Trader58,RC58,C-167,Customer 167
ENQ05746,Lost,FALSE,7/24/2022,Trader52,RC52,C-925,Customer 925
ENQ05747,Fixed,TRUE,12/17/2022,Trader52,RC52,C-924,Customer 924
ENQ05756,Lost,FALSE,10/28/2023,Trader5,RC5,C-1150,Customer 1150
ENQ05748,Fixed,TRUE,8/11/2021,Trader44,RC44,C-657,Customer 657
ENQ05749,Lost,FALSE,6/28/2021,Trader42,RC42,C-327,Customer 327
ENQ05750,Fixed,TRUE,12/4/2021,Trader42,RC42,C-293,Customer 293
ENQ05755,Lost,FALSE,4/8/2021,Trader20,RC20,C-1366,Customer 1366
ENQ05763,Lost,FALSE,7/10/2025,Trader73,RC73,C-2010,Customer 2010
ENQ05762,Lost,FALSE,8/30/2025,Trader71,RC71,C-263,Customer 263
ENQ05758,Lost,FALSE,7/30/2020,Trader52,RC52,C-879,Customer 879
ENQ05757,Fixed,TRUE,3/26/2025,Trader5,RC5,C-981,Customer 981
ENQ05759,Fixed,TRUE,4/23/2023,Trader5,RC5,C-642,Customer 642
ENQ05766,Lost,FALSE,6/2/2025,Trader5,RC5,C-1150,Customer 1150
ENQ05764,Lost,FALSE,3/29/2020,Trader42,RC42,C-1870,Customer 1870
ENQ05760,Lost,FALSE,2/23/2020,Trader36,RC36,C-357,Customer 357
ENQ05761,Lost,FALSE,7/30/2020,Trader26,RC26,C-322,Customer 322
ENQ05765,Lost,FALSE,6/23/2023,Trader17,RC17,C-1599,Customer 1599
ENQ05767,Lost,FALSE,7/10/2025,Trader65,RC65,C-83,Customer 83
ENQ05768,Fixed,TRUE,10/17/2021,Trader65,RC65,C-83,Customer 83
ENQ05770,Fixed,TRUE,4/16/2024,Trader60,RC60,C-625,Customer 625
ENQ05771,Lost,FALSE,11/9/2021,Trader53,RC53,C-61,Customer 61
ENQ05769,Fixed,TRUE,10/14/2023,Trader5,RC5,C-676,Customer 676
ENQ05773,Lost,FALSE,12/31/2025,Trader46,RC46,C-1957,Customer 1957
ENQ05774,Lost,FALSE,3/23/2024,Trader42,RC42,C-1294,Customer 1294
ENQ05772,Fixed,TRUE,2/20/2020,Trader36,RC36,C-306,Customer 306
ENQ05776,Lost,FALSE,8/30/2023,Trader17,RC17,C-1024,Customer 1024
ENQ05775,Lost,FALSE,2/24/2025,Trader14,RC14,C-1039,Customer 1039
ENQ05778,Lost,FALSE,9/10/2020,Trader71,RC71,C-691,Customer 691
ENQ05777,Lost,FALSE,1/19/2025,Trader65,RC65,C-83,Customer 83
ENQ05784,Lost,FALSE,5/14/2020,Trader5,RC5,C-1114,Customer 1114
ENQ05785,Fixed,TRUE,5/27/2020,Trader5,RC5,C-1114,Customer 1114
ENQ05782,Fixed,TRUE,12/27/2023,Trader39,RC39,C-253,Customer 253
ENQ05783,Lost,FALSE,3/24/2021,Trader38,RC38,C-2102,Customer 2102
ENQ05781,Lost,FALSE,10/24/2024,Trader27,RC27,C-329,Customer 329
ENQ05780,Lost,FALSE,11/10/2025,Trader26,RC26,C-369,Customer 369
ENQ05779,Lost,FALSE,5/22/2025,Trader17,RC17,C-371,Customer 371
ENQ05788,Fixed,TRUE,8/21/2021,Trader52,RC52,C-2085,Customer 2085
ENQ05786,Fixed,TRUE,1/7/2025,Trader5,RC5,C-676,Customer 676
ENQ05792,Lost,FALSE,5/19/2023,Trader5,RC5,C-1180,Customer 1180
ENQ05790,Lost,FALSE,8/4/2021,Trader32,RC32,C-1539,Customer 1539
ENQ05793,Lost,FALSE,3/8/2023,Trader29,RC29,C-1004,Customer 1004
ENQ05789,Fixed,TRUE,4/11/2025,Trader28,RC28,C-2038,Customer 2038
ENQ05787,Lost,FALSE,10/30/2025,Trader26,RC26,C-275,Customer 275
ENQ05791,Declined,FALSE,7/5/2024,Trader26,RC26,C-13,Customer 13
ENQ05803,Lost,FALSE,2/26/2022,Trader71,RC71,C-1348,Customer 1348
ENQ05804,Lost,FALSE,3/6/2023,Trader48,RC48,C-1333,Customer 1333
ENQ05797,Lost,FALSE,4/28/2022,Trader44,RC44,C-841,Customer 841
ENQ05800,Fixed,TRUE,8/20/2020,Trader36,RC36,C-204,Customer 204
ENQ05798,Fixed,TRUE,4/18/2022,Trader26,RC26,C-841,Customer 841
ENQ05799,Lost,FALSE,4/25/2022,Trader26,RC26,C-322,Customer 322
ENQ05801,Lost,FALSE,1/18/2025,Trader26,RC26,C-185,Customer 185
ENQ05795,Fixed,TRUE,7/22/2023,Trader25,RC25,C-975,Customer 975
ENQ05796,Lost,FALSE,12/14/2024,Trader23,RC23,C-904,Customer 904
ENQ05802,Fixed,TRUE,11/24/2023,Trader20,RC20,C-1842,Customer 1842
ENQ05794,Lost,FALSE,9/5/2025,Trader19,RC19,C-9999,Customer 9999
ENQ05810,Lost,FALSE,4/26/2020,Trader83,RC83,C-2268,Customer 2268
ENQ05811,Lost,FALSE,2/10/2023,Trader8,RC8,C-1897,Customer 1897
ENQ05813,Lost,FALSE,7/24/2023,Trader63,RC63,C-1191,Customer 1191
ENQ05808,Lost,FALSE,11/13/2020,Trader60,RC60,C-625,Customer 625
ENQ05807,Fixed,TRUE,6/5/2022,Trader5,RC5,C-676,Customer 676
ENQ05816,Lost,FALSE,12/8/2022,Trader36,RC36,C-1026,Customer 1026
ENQ05806,Lost,FALSE,8/2/2022,Trader30,RC30,C-9999,Customer 9999
ENQ05812,Fixed,TRUE,8/22/2024,Trader30,RC30,C-1390,Customer 1390
ENQ05805,Lost,FALSE,12/9/2022,Trader26,RC26,C-9999,Customer 9999
ENQ05814,Lost,FALSE,3/8/2023,Trader21,RC21,C-1110,Customer 1110
ENQ05809,Fixed,TRUE,2/9/2022,Trader17,RC17,C-530,Customer 530
ENQ05815,Fixed,TRUE,9/2/2020,Trader17,RC17,C-1077,Customer 1077
ENQ05820,Fixed,TRUE,6/11/2023,Trader60,RC60,C-625,Customer 625
ENQ05824,Lost,FALSE,4/29/2021,Trader52,RC52,C-1287,Customer 1287
ENQ05817,Lost,FALSE,10/19/2021,Trader5,RC5,C-79,Customer 79
ENQ05821,Lost,FALSE,5/16/2021,Trader5,RC5,C-207,Customer 207
ENQ05818,Lost,FALSE,4/1/2021,Trader21,RC21,C-742,Customer 742
ENQ05822,Lost,FALSE,8/23/2022,Trader20,RC20,C-1765,Customer 1765
ENQ05823,Fixed,TRUE,8/13/2023,Trader20,RC20,C-1310,Customer 1310
ENQ05825,Fixed,TRUE,6/28/2021,Trader20,RC20,C-1099,Customer 1099
ENQ05819,Lost,FALSE,3/20/2025,Trader19,RC19,C-712,Customer 712
ENQ05826,Fixed,TRUE,10/26/2024,Trader71,RC71,C-691,Customer 691
ENQ05827,Fixed,TRUE,5/3/2023,Trader71,RC71,C-352,Customer 352
ENQ05828,Lost,FALSE,1/10/2025,Trader38,RC38,C-1331,Customer 1331
ENQ05829,Fixed,TRUE,10/26/2022,Trader20,RC20,C-1246,Customer 1246
ENQ05830,Lost,FALSE,3/11/2021,Trader99,RC99,C-9999,Customer 9999
ENQ05836,Lost,FALSE,6/1/2021,Trader74,RC74,C-1433,Customer 1433
ENQ05833,Lost,FALSE,7/6/2020,Trader71,RC71,C-691,Customer 691
ENQ05834,Fixed,TRUE,10/22/2021,Trader6,RC6,C-1974,Customer 1974
ENQ05838,Lost,FALSE,1/19/2020,Trader54,RC54,C-1245,Customer 1245
ENQ05839,Lost,FALSE,3/13/2025,Trader48,RC48,C-1192,Customer 1192
ENQ05840,Fixed,TRUE,12/3/2025,Trader44,RC44,C-1162,Customer 1162
ENQ05841,Lost,FALSE,3/26/2022,Trader30,RC30,C-1073,Customer 1073
ENQ05831,Lost,FALSE,12/4/2023,Trader26,RC26,C-841,Customer 841
ENQ05832,Fixed,TRUE,5/15/2020,Trader25,RC25,C-777,Customer 777
ENQ05837,Fixed,TRUE,1/22/2020,Trader21,RC21,C-1316,Customer 1316
